1	171.505096436	1359.05126953	10.7059497833
2	72.5647583008	1176.13696289	8.20036029816
3	62.2162132263	1120.20361328	7.80755138397
4	60.4634437561	1113.13806152	7.73633241653
5	59.7631759644	1108.1060791	7.70823097229
6	59.3894538879	1105.54870605	7.69318675995
7	59.0217056274	1104.40429688	7.67854213715
8	58.6947784424	1103.17797852	7.66583538055
9	58.3651046753	1101.98071289	7.65328121185
10	58.0323600769	1100.81774902	7.64081478119
11	57.6988143921	1099.6776123	7.62851476669
12	57.3651542664	1098.56518555	7.61637353897
13	57.0293121338	1097.49121094	7.60434484482
14	56.6904182434	1096.43041992	7.5923500061
15	56.3517150879	1095.41040039	7.58050298691
16	56.0141868591	1094.41308594	7.56880426407
17	55.6786231995	1093.44445801	7.55728149414
18	55.3417129517	1092.49743652	7.54578781128
19	55.0482444763	1091.56518555	7.53582286835
20	54.7562332153	1090.74365234	7.52597236633
21	54.4716262817	1089.95947266	7.5164103508
22	54.1909065247	1089.20251465	7.50703239441
23	53.9096832275	1088.45629883	7.49766921997
24	53.6627044678	1087.72119141	7.48947381973
25	53.4197006226	1087.07177734	7.48142766953
26	53.1831130981	1086.45812988	7.47362375259
27	52.950378418	1085.87194824	7.46596860886
28	52.7182769775	1085.30151367	7.45832967758
29	52.4862976074	1084.73754883	7.4507226944
30	52.2568969727	1084.18103027	7.44320726395
31	52.0310020447	1083.64221191	7.43583965302
32	51.8085899353	1083.12194824	7.42856884003
33	51.5865631104	1082.60791016	7.42132806778
34	51.363948822	1082.09899902	7.41408395767
35	51.1696739197	1081.58337402	7.40775680542
36	50.9781150818	1081.12451172	7.4015250206
37	50.7917404175	1080.69238281	7.39546489716
38	50.6074676514	1080.27941895	7.38949346542
39	50.4235420227	1079.8651123	7.38351202011
40	50.2619667053	1079.44372559	7.37827157974
41	50.1030273438	1079.06201172	7.37310934067
42	49.9480247498	1078.71655273	7.36809396744
43	49.79529953	1078.38781738	7.3631401062
44	49.6431808472	1078.06005859	7.35821866989
45	49.4910736084	1077.74047852	7.35330533981
46	49.3408622742	1077.42602539	7.34846162796
47	49.1927223206	1077.11804199	7.34367895126
48	49.0463371277	1076.8079834	7.33894920349
49	48.9004631042	1076.51379395	7.334233284
50	48.754699707	1076.2142334	7.32953691483
51	48.6270942688	1075.90979004	7.32540464401
52	48.5008850098	1075.64404297	7.32132434845
53	48.3773498535	1075.38317871	7.31732749939
54	48.2553901672	1075.13720703	7.31338214874
55	48.1336517334	1074.88977051	7.30945014954
56	48.0125198364	1074.64916992	7.30552148819
57	47.8928070068	1074.41101074	7.301633358
58	47.7744827271	1074.17492676	7.29780006409
59	47.6569786072	1073.94384766	7.29397773743
60	47.5397377014	1073.71191406	7.29017448425
61	47.4228363037	1073.47814941	7.28636741638
62	47.3204231262	1073.23632812	7.28302669525
63	47.2187538147	1073.03039551	7.27972412109
64	47.1188850403	1072.83764648	7.27646255493
65	47.0201072693	1072.64355469	7.27323627472
66	46.9217796326	1072.45056152	7.2700214386
67	46.8238220215	1072.25683594	7.26682186127
